sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A3DVMDRZ0KOEXZ	Grainy and a Little Oily but Thick	I've read other reviewers comment on the calorie content of this flavor and it must be high because when I was trying to wash the dish I served it in in was quite oily.  Also, it has a bit of a grainy texture and I think my 6 month old son finds the spinach a little difficult to digest.	0	0
		A1RMYR560JBOC6	Weird smell and taste!	"Tried one and it was horrible.  My son is 11 months old and have been eating cereals for a while (mix of Earth's Best and Gerber organic).  This is the first one that he doesn't like.  When I first opened the can, it smells like green apple candy.  However, the taste does not have any apple flavor, or even ""grain-flavor"" like the other cereals but a little weird/chemical tasting; not exactly sure how to describe it.<br /><br />Back to Gerber & EB for my son..."	2	0
		AAF3ECYTDXIA7	Spicy Mustard	I have tasted one too many different mustards which claim to be spicy, but fall short.  This spreads easy and is neither too thick, nor too thin.  It actually does have enough heat to taste, without being excessive.  This mustard would make a great addition to any sauces, marinades, salad dressings, or just for dipping!  I would recommend this product, for anyone who is looking for a mustard with some true heat.	0	0
		A3T8J8FZ6R8B3W	Good product - better price elsewhere	This is a cute product to use in place of sprinkles - the bright colors of candy coating look great, and the chocolate center keeps them from being overly sweet.<br /><br />However this price is roughly double what you pay at Michael's (or Marshall's, when they stock stuff like this). Plus you can get the same product but in a 16 oz bag on Amazon here: http://www.amazon.com/CK-Products-Rainbow-Candy-Coated/dp/B00375LAO0/ref=sr_1_1?ie=UTF8&s=home-garden&qid=1300131716&sr=1-1. Comes with Prime shipping too!	4	0
		ANR393SHU4L86	disappointed	I order these for my dog all the time, the last order i purchased, the snack were all smashed and in almost powder form instead of like little nuggets how they usually are. not very happy.	0	2
		A3JHTGEVR4714V	happily home	life without bird's custard has been hell ! i've tried other varieties-sthg from holland if i recall correctly-just not up to snuff...i ordered 6 to ensure i never run out ! better than ice cream and not half as fattening.	0	0
		A1Q92OGDGK6UUV	If You Really, Really Need the Low Acid, Then This is Pretty Good	If you are expecting the x-bold, smokey, gourmet flavor of a Starbucks or Seattle's Best, you may be reaching for a miracle that isn't there. I grew up in the 60s with a younger brother who needed to use sacchrine on everything because of his diabetes. Sacchrine is absolutely no sugar substitute. Anyone who has used it knows.<br /><br />The Puroast Low Acid is really not a bad alternative if you need a low acid blend because of acid reflux, sensitive stomachs, etc. Was it weaker than what we're used to? Certainly. Is it bolder than, say, Folgers medium roast. I would say that it is. Though milder than most bold roasts (that's a dead giveaway in opening the pouch. But that is probably because of its finer grind than even the mild and medium roasts with a coarser mill. The finer the grind, the lower the aroma retention. Yet, because it is a finer grind, the taste is much bolder than the smell would give away.<br /><br />This is also a smoother tasting French roast than I was expecting (possibly because of its fine grind), but it was a very pleasant taste.<br /><br />The cost and the flavor may be inconsequential to those who do really need a low acid coffee. For that reason, it was hard for me to rate using the star system because I am a coffee lover without a low acid need. Perhaps someone with a low acid need finds that this coffee is superb and would otherwise give it four or five stars.  If you are a regular coffee drinker, any flavor that isn't cultivated in what you are used to will make others, especially weaker blends seem more inferior than they probably are in reality. When I was in Asia, there were times when I would go weeks without a cup of coffee, and after that, the mildest of blends tasted oh so good to me.<br /><br />Although I was unable to try it in an espresso machine, the finer grind lends itself to espresso; and that may be something you might want to try with this blend to kick the flavor up another bold notch or two.<br /><br />Another possible idea is to use this blend in a French Press (yes, although I know the finer grind isn't typically conducive to the Press; perhaps a filter may be used).<br /><br />If you suffer from acid reflux, sensitive stomach, etc., this may be very worth the try for you.<br /><br />If you don't need the low acid beverage, stick with your standard brands.	0	0
		ANKQGTXHREOI5	Nutritious but...	I do have to say that the cat food is quite nutritious and appealed to my cat's sense of smell as well as my visual sense.  He also did not throw up this food, which is a rarity for my sensitive-stomached cat.  On the downside, he didn't eat much of it, either.  I don't know what about it didn't interest him beyond a few bites, but most of it got left in his bowl.  My dog, on the other hand, loves it!  I give three stars because it's potentially interesting to other cats, but mine wouldn't eat more than a little bit of it.  I gave some to a friend, and her cats loved it.	0	0
		A1Z3KFIFXC2H08	Sesmark Sesame  Rice Thins	The product is a known value to us and is fresh. The physical condition of the  product leaves something to be desired. The individual wafers are often broken up, to the extent of 30% of the contents of the package. This indicates careless packing for the rigors of package shipment. The use of a somewhat larger outside box with the air bag padding on all sides should be better for the physical care of the contents. My wife eats the thins for lunch very often with meat, cheese or fish and finds the broken ones unsatisfactory.	0	0
		A34BIRH4PZ4AD	Great Alternate for Baby Formula!!	My son is sensitive to cows milk protein and I am trying to keep him off of soy.  My milk was not enough for him, and I did not like the ingredients in baby formula (all had soy and most have cows milk protein, not to mention 45% corn syrup solids).  My pediatrician recommended this powdered goats milk because they add folate (not normally found in goats milk).  Since I have been feeding my son this milk, he has been SO happy and growing so much better! Have not had to add any vitamins/supplements to it to make it a whole food, it is fine on its own. Although, I have been using organic brown rice cereal because he is getting close to being ready for solids.  LOVE this milk! (always consult your doctor before changing your babies diet)	6	0
		A30IP3E4MDQ36	Taster then soda, but still full of sugar...	This stuff tastes awesome! And for once in a kiwi/berry drink you can taste the kiwi, I'd be very hard pressed to tell the difference between this and a traditional soda.<br /><br />I also like the fact that it's in a tall and slender can, fits in the fridge better and you can't mistake it for that pesky regular soda... :)<br /><br />However I would not say that this would be a better alternative to soda based on the fact that it still has a solid 33g of sugar. Yes it is better for you because it is made with 100% real juice instead of corn syrup, which I definitely like, but it's no different then drinking the 100% frozen juice from concentrate.<br /><br />Overall I really like the product and will probably buy some to have as an alternative to soda (for those few times a year).<br /><br />Pros:<br />You can actually taste the kiwi and the berries.<br />100% REAL juice, no artificial flavoring.<br />Very carbonated, not the least bit flat.<br />Quenches your thirst and is refreshing.<br />NO CORN SYRUP!!!<br /><br />Cons:<br />Spendy.<br />Although it is all natural, still contains 33g of sugar...<br />135 calories a can (ouch!).	2	0
		A2Y4PL9FRFFDY6	Painful	I realize the importance of good health and to clear your system of toxins, but twice i have tried to drink this tea and both<br />times it has cause me kidney pain.	2	2
		AA24MZVQPWAGA	hard, stale, hurts child's mouth	I was disappointed to receive Earth's Best Organic Snakin' Fruit Rings Banana because it hurt my child when she bit into the hard and stale treat.	0	0
		A6QWDMDGLXX5Y	Great idea, but hold the salt please!!	These chips are a great idea! Nice potato flavor with a satisfying crunch. But . . . . waaaaaay tooooo salty. I literally had to blow off the salt to be able to taste any potato flavor! I've tried the 'sour cream and onion' flavor, and that was fine. Just too much salt on the 'regular' flavor.	0	0
		A37ERQQJ71PT9T	Defective seal	The coffee had a nice bold, flavor, but the foil on the cups were not properly sealed, and I mean all of the cups. Every brewing left grounds in the cup and sometimes made a complete mess because the water wasn't going through the brew tip.  The flavor of the coffee was not enough to warrant a better rating because we get this product for convenience and easy clean up, as much as for the flavor.	0	0
		AE3VA4Y3D0RPS	Quality has gone downhill	I had been buying these treats for my cavachon for the past two years. He loved them.<br /><br />The last batch was of noticeably lower quality...dry and crunchy rather than moist and chewy. I don't know if this is due to the shift in manufacturing from the US to China or coincidental. In any event, I will not be buying these any more and have switched to other treats.<br /><br />Note, Amazon would not let me return this item, and I am within the 30 day purchase period. I'm not pleased.	1	0
		A1VEA16QFOG5VR	Best gluten-free substitute for bread ! ! ! And worth every penny!	I am so happy that Amazon got these back in so I could order my second case. I don't eat wheat, it packs the pounds on me around my middle. Most breads have wheat or if they are gluten free, they cost way too much.<br /><br />I have eaten all kinds of rice cakes. I have found that most will break apart if you're spreading a nut butter on them. Not these! Also there are generally 13 rice cakes in a pkg of round regular rice cakes... this package of rice cakes has 27 pieces in each bag. Also, it's much like consuming a slice of bread without the crusts and they are nice and thin so you don't eat too much of a good thing.<br /><br />Try these if you're dissatisfied with regular rice cakes or if you must have gluten free bread!! I don't believe you will be sorry and Amazon's price is so good and FREE shipping... though the box is sort of big, it's pretty light and stores easily away. I live alone and I'm on my next to last pkg from my first case and they are not at all stale. I stored them in my cool dark garage in their original cardboard box.<br /><br />Also they are made in Belgium if that helps anyone. The packaging is air tight and they come 12 pkgs in a box and are in the perfect sized box, and mine arrived without a sign of any damage and I have yet to find even a single cracked rice cake! They are rather neutral in their taste... I make a special butter spread that I like on them real well. You take equal parts of room temperature butter, olive oil and water and blend ingredients until smooth. You can refrigerate this, it sets up but doesn't get hard so it is always spreadable and tastes really good! I use organic butter, olive oil and filtered water, but you don't have. This spread is so good and I believe it's better for you than straight butter.<br /><br />Also, I only use one cake to make a single sided sandwich, as with any rice cake using two as you would two pieces of bread just doesn't seem to work as well. But a single sided sandwhich with these rice cakes is very enjoyable!<br /><br />Hope this helps you decide to try them. Everyone I've given some to, have had only good comments about them.	2	0
		AD63V1AC9DO43	as long as he likes it...	i'm giving this a solid 5, because my old but healthy cat loves this stuff and it's wicked good for him, but i'll tell you right now that this stuff looks and smells quite gross; as long as i don't have to eat it, it's all good.	1	0
		AP1QKPCQPLJTJ	DO  NOT waste your  money  !!!!!!!!	I have thought about ordering this product for 2 years and finally did.<br />I had 11 inches of my colon removed 3 years ago due to diverticulosis.  I LOVE popcorn, but since my surgery I had been advised to not eat it, or eat it rarely due to the hulls.  I was NEVER more excited after I ordered this product.<br /><br />What I can honestly tell you is this products has is the same amount of hulls as the popcorn I buy at the grocery store for 1/4 the price.  The small white popcorn is tender, but the hulls are still there in high volume.  So I will NOT be eating it.<br /><br />Order at your own discretion.	0	0
		A24FZ5ALYDEIDS	Starchy Pumpkin	Unfortunately, this product was not enjoyable. I've been using canned pumpkin to make soup and to add to tomato sauce, but they did not taste right with this canned pumpkin. It leaves a starchy almost gritty aftertaste/texture. My only positive comment is that none of the cans were dented.	1	0
		A3K1DG3EGFTPIP	Crazy price hike	Great deal at about $11.  I bought a bag and subscribed for scheduled delivery.  Then a couple of weeks later, the price jumps to $17.92, well over the cost locally.<br />Canceled any future deliveries.  Nice dog food, crazy way to do business, Amazon.	3	0
		A2K04TXWAV3PZ3	Breakfast Delight	Great product to start your AM with as its not too strong but just the right tast for your morning wake us up.	1	0
		A36LOFUR3U753Z	Too small, too hard to open	With no clear instructions on how to open and close the unit, the first few times are an act of frustration.  When I finally realized that if I grip with my thumb and forefinger over the clear plastic shield, about one third from it's bottom and squeeze the sides, the bottom lip pops out nicely.<br />I will agree that this size is too small for most popular herbs like parsley, basil ect.  The company does now make a larger unit and it looks like it is more user friendly.<br />All in all I like it, I took away one star for the lack of instructions.<br /><br />3/2012: After a few months I have thrown this thing away.  It became increasingly harder to open and the size was just too small for the herbs I use most.  I have seen some newer, larger units that don't have the issue with opening it like this one has...I'm going to order one of these.<br /><br />I no longer recommend this unit and have lowered it to 2 stars.	2	0
		A3B8CF4V636M8U	Very hot, but you are guaranteed heartburn	If you want the hottest chip available, its right here.  Taste is pretty good, but it is overwhelmed by the heat.  If you eat more than a few chips, you are pretty much guaranteed heartburn.  This stuff is wicked.  Only for the people that really love spicy foods.	0	1
		A3KEOFE3Q8S3AV	Smell is awful!	This product smells so bad that I couldn't even try to consume it.  It smells sour and rancid and is detectable even before the package was opened.  The seller has a no return policy so I'm out the $ I spent on this as it will go right into the garbage.	4	0
		AV27V8MP3KAP2	Lollipops	I got these for my sons 3rd birthday. I got it because I am doing a candy station for his birthday & I wanted to put colorful lollipops as part of the candy station. So this is just perfect for my idea.	0	0
		A2C0EA9W5M7HEL	BEST PANCAKES OF MY LIFE	These pancakes just hit the spot and make me feel like I am eating a restaurant breakfast at home for a lot less money. Splurge on this and the good maple syrup...it really is cheaper than going to Denny's or IHOP where a meal for two will be $20 minimum.	1	0
		A3SV6IWK26XK6B	Best kept secret.	I love this product.  All of the different flavors are fantastic.  My family likes the 3 grain the best.  No more corn tortilla chips in this house!	0	0
		A2M0RGVSV6YCMZ	mediocre carbonated drink	While the flavor sounded good, kiwi berry, this is mostly an apple and grape juice based product. It is all natural, but it almost had an herb flavor, like I think of ginseng or something, though it was not included in the ingredients. The carbonation was about right and the flavor is sweet. I couldn't really distinguish the kiwi very strongly, and I wish I had been able to. It's not a bad drink and it is definitely better than many other options out there, but it's not one I'd seek out specifically, probably only buying if it were on sale.	0	1
		ABV7W8L6QFAE	Good and hearty cereal	This cereal is good and will get you full and satiated. It is best mixed with a lighter cereal otherwise it is too hearty and heavy.	0	0
		AJ613OLZZUG7V	Twizzlers	I love this candy.  After weight watchers I had to cut back but still have a craving for it.	0	0
		A2I0X163CQDBFA	Dingo Bones are the best!	Our Corgi loves all sizes, shapes, and flavors of Dingo Bone treats!  The other reviewer commented on the VENDOR; we've never got a bad Dingo yet!  Highly recommended!	0	0
		A1ALAPVEGIT2RK	Not to shabby.	"Calling these ""Bacon Curls"" is a bit of a stretch, but they are in fact tasty pork rinds. I am fairly certain only bacon can be bacon."	0	0
		A20QDPC3E3WQI6	Sickening sweet	"This drink was sickeningly sweet (and I am a Mountain Dew addict, so I usually have no problem with sweet).  It was much like drinking snow cone flavoring straight from the bottle.  While it is all natural with no added sugar, it still has 140 calories in an 8.3 oz can.  A 16 oz can of Mountain Dew has 170 calories.  Definitely not a ""diet"" drink.  The only way I would recommend it is to keep away from high fructose corn syrup, but even then, at the price, it almost too expensive of an option."	0	0
		A1NGFGBX2VCQS8	Melitta, an also ran Coffee	I acquired this coffee through the Vine program.  I found the coffee to be just ok, with nothing to either recommend it or to take away from it. The package lists the grind as extra fine, but it is really just barely a fine grind with several larger pieces in it than you would not normally find in a fine grind.  This is not really an issue unless you really needed a fine grind.  It works just fine in a drip coffee maker with a paper filter.<br /><br />As for flavor, the coffee is not bitter, but does not have much of a personality.  I would compare it to MJB or any other mass marketed coffee on the store shelves.  This would probably be a fine coffee to use if you were going to add your own flavorings as there is nothing to get in the way of the flavorings that you would be adding.	0	0
		A2KUUWP4ZZMOBP	"Good quality, one of my ""go to"" flavored k-cups"	I don't drink a lot of flavored k-cups, but people have been raving about Wolfgang Puck's k-cups, so I gave this a try. It's definitely a good quality flavored coffee with a medium body. Overall, I have enjoyed several cups of this and have temporarily shelved my Timothy flavored k-cups in favor of this one. I sometimes add sugar free vanilla syrup, cream, and cinnamon. It's excellent that was in place of dessert. I also tried caramel syrup added to this... don't do it. It overwhelms the flavor.	5	0
		A1YU3SAW0XHQIY	Surprisingly Good.	Truthfully, I wasn't expecting too much with this, but thought I would give it a try for something different for my Keurig. I have to say, that I was pleasantly surprised at how good this is.  My favorite is the dark chocolate, but the peppermint is very good as well.  I am not a real milk chocolate fan, but I mixed it with some coffee for a mocha and it was very good. I would definitely purchase this again.	4	0
		A1QEZ01P4PH82D	Hot Hot Hot	Much hotter than your normal green curry. One pack makes many servings.	3	0
		A2BCDZO1XQLDH	A good option...	I enjoyed this drink. It has good fizz and flavor. Ingredients include apple/grade juices as the main fruit elements. Tangerine, orange and acerola (type of wild cherry) round out the other fruit juices. For my taste, this is not citrusy enough. I find an Orangina to have better flavor, but it is loaded with added sugars (high fructose corn syrup is the second ingredient in Orangina)! I also compare this to the Izze version and the Izze wins for flavor. I think the health benefits of The Switch or Izze drinks outweigh the flavor differences though, and if I was but one of these types of drinks, I would not look at Orangina again.	0	0
		A618BKNYH6AQC	just works	"My wife bought me this for storing fresh herbs and despite initial skepticism I gave it a try. It seemed to work well enough for basil, even freshening up some wilted leaves... but the ""seal the deal"" moment was when I put some fresh thyme in it and put it in the back of my refrigerator where I mostly forgot about it. 6 weeks later (we were gone for 2 weeks on vacation) I opened it and the thyme was as fresh as the day it was cut. I doubt it would sustain all greens for this long but the fact that it kept thyme fresh for over a month longer than a plastic bag in the produce drawer would have made this an easy $10 to justify.<br /><br />It's always a nice surprise when a kitchen gadget delivers the goods."	1	0
		A14O7AOVA49ERX	Chicken greenies	The pockets work good for holding the pills (i have several) but some of them fell apart - to help prevent it i put them into the refridgerator! Delivery was fast and effective.	0	0
		A116FKNXNLLMTI	YUCK!	These were NOT good.  They were hard and chewy and my kids wouldn't eat them.  That says a lot b/c my kids will normally eat anything!	0	0
		AEOG2TTBG8Q53	The cannisters arrived intact, but the walnuts inside were rancid.	Amazon refunded my purchase price for these, but I thought I should still warn others against ordering. The ones I ordered arrived as furry, rancid walnuts. Unfortunately, I dumped the first cannister into my existing walnut storage without looking (since the packaging was in date). This caused me to have to throw away about 2 pounds of good walnuts because they were touched by these rancid ones. (Perhaps buying food online isn't the best idea...)	1	0
		A1G47KBDTHXSQ2	Best ever	We were unable to find this in any of our supermarkets since April. Finally decided to order it. Service was fast and product was what we were looking for. For any of you who have never tried this, it makes mongolian beef better than any chinese restaurant.	2	0
		A1XEJRNQSZPWAI	Chili Lime Flavor Review	I love Pop Chips. Parmesan Garlic and Sour Cream and Onion Pop Chips rock my world. They taste great, have a quirky crunch and are low cal/fat (in relation to traditional chips).<br /><br />Sadly though I must base this review on the Chili Lime flavor I was sent through the Amazon Vine program. These are probably my least favorite flavor to date. They have the lime twang you would expect and a little chili heat (though not overly spicy) and even the potato flavor comes through. Individually these all work but somehow in this chip they really don't. Interestingly enough the aftertaste is actually better than the intial flavor of the chip itself.<br />I'm not saying this flavor is bad, it's just not that good.<br /><br />Overall, great brand with great flavors in general but Chili Lime doesn't stack up against the others.	2	0
		AW23J9DDCZBW4	Good, but mine got moldy	These have good flavor. Plenty of other reviews address that. I also like the thick zipper bag they came in. My only real issue with these is that mine grew mold. I've never had vanilla beans do that before. These seemed unusually moist, so maybe that contributed to the issue. It started as a small spot, but grew so that it was on the ends of most of the beans. I finally got them all out, trimmed off the moldy bits, and froze what was left.<br /><br />It took 2-3 months for the mold to start, so if you use them quickly maybe that won't be a problem. But, I don't go through them that fast. I've had beans dry out in the past, but this is the first I've seen of mold. If you don't plan to use them within 2 months or so, I recommend keeping them in a fridge, freezer or coming up with some other way to stop the mold before it starts.	0	0
		AAKOCT2HJRWW0	Both my cats threw up after eating this!	My cats are not picky eaters, and lick their bowls clean of virtually anything i feed them (wellness, fussie cat, fancy feast, bff). I tried feeding them Tiki Cat on 2 separate occasions, and my cats threw up both times. I thought they may have gotten sick the first time from eating something off the floor, but when it happened a second time I was certain it was the Tiki Cat. I'm not sure if I received a bad batch, but I will certainly never be purchasing a Tiki Cat product again.	1	0
		AKU6UCK068L9H	not as good as BBQ flavor	BBQ was out-of-stock when our subscription order was due, so I tried these. Still light and less fatty, but the flavor is off.	0	0
		A253I4TW0DTHLC	A good try...	I liked it but I didn't love it. It didn't have a strong flavor and it didn't seem rich. I usually drink Starbucks decaf French Roast and compared to this it seemed somewhat bland. But it wasn't bitter, and I could definitely tell it was low-acid, which is a great idea. I hope this company will keep trying to make some improvements to the formula, to give it more flavor. I very much appreciate their efforts. Mary Lee Moser, author, There and Back: A Journal Companion for Special Needs Parents.	1	0
		A3B0WYTTN8G7IL	Namaste Cheez Pasta	I eat this all the time, it is SO good. Even though it says cheese, it is actually dairy free, but the taste is just superb!	0	0
		A2SU2EMB7LUYGB	This Icicle is HOT!	I was somewhat skeptical about purchasing any XLR to USB adaptor, but I have to say...this thing works great! The recordings are crisp and clear, just as good as recording on my camcorder in PCM! Now, I can record directly to my PC without the need of Mini DV tapes and capturing the audio to the computer! The unit is a bit cheap feeling (weight-wise) but don't let that fool you one bit!<br /><br />It's true plug and play too! No need for any additional drivers/software...simply plug everything together and you're off and running! Overall, it's a great product! I highly recommend this for anyone who does any amount of voice recording!	1	0
		A1QIXPV1XB7GL4	Same great cookie in a smaller size	I live in the area where these cookies are made, and I remember buying them from local coffee stands when they first started making them years ago -- each one was wrapped in saran wrap and had a handwritten label on them.  The packaging has changed, and there are many different flavors available now, but the original breakfast cookie still tastes just as good today as those first ones did.<br /><br />The smaller size is great for a snack, as the large ones are enough for two people!  Full of good stuff, not too sweet...it's a treat that you can feel good about.	0	0
		A29GKB18OQFO67	Delicious (So I hear)!!	I sent two Babkas to a friend as a thank you.  He is a big Seinfeld fan so he was thrilled to get both a cinnamon and chocolate babka.<br /><br />He said the babkas were delicious!!!	3	0
		A3Q5YZNYGGUP8W	Crunchy and Tasty	These chips have the right amount of crunch and I enjoy the taste. Chips are consistent and have a fairly even distribution of seasoning. I like the 2-oz size bags, just the right amount of chips.	0	0
		A27D1T38Z4XUVJ	Tasty	Very delicious coffee, thankfully Amazon sells this flavor now.  I have been waiting for it since I tasted this last year.  I like the fact that you sell it in a 2 Pack rather than a single.	0	0
		A1Z820SN3VBU0S	My fussy Min. Dachshund loves the taste!	I just ordered this, came today and thought I would just try it, well to my amazement,My little Daisy ate it and wanted more.My little Dog is just 8 yrs but has trouble with Flare-ups with her pancreas, I have to avoid fats and corn with her and she needs more fiber. I have been making her dog food ,but she missed eating the dry,I wondered if it was small enough for her to chew , but it was.	3	0
		AZI5EI9VX00Y	Popchips	What a great way to help with dieting and keeping on track.  These are very tasty and crunchy - great with sandwiches or salad or even by themselves.	0	0
		A3GQOY83MX72TQ	Once Great Snack Gives Cardboard a Bad Name	At one time this was my favorite guilty pleasure. Sadly, there's nothing left to enjoy in these dry, flavorless packing peanuts.	0	1
		A3N3NVUT9XHKQ2	not shipped as ordered	Yes I ordered 5 boxes of 24ct pecan turtles but,<br />what was shipped was 10 boxes of Pecan and Cashew turtles.<br />I E-mailed back asking why they substituted without my approval and their response was: our website clearly stated that the turtles were a combination of Pecan and Cashew turtles.<br />Needless to say, I am not happy about it and future orders will go to someone else.<br />John	11	4
		A3FKGKUCI3DG9U	If it looks good, is it good for the cats?	"My two traditional striped cats eat mostly dry Science Diet cat food with a few NuCat vitamins added.  They also get Iams canned chicken, turkey, or beef once a day.  Brownie prefers the dry food but will eat some canned food only when the can is freshly opened.  Pi likes both.  We tried the Petite Cuisine Variety Pack (Yellowfin, Snapper, Tuna & Sole, Tuna & Shrimp) and the Petite Cuisine Variety Pack (Chinese Chicken & Chicken Pot Pie) over the course of sixteen days. Each cat got about one-quarter can each day.  I alternated cans of chicken and fish varieties.<br /><br />At first, the felines were enthusiastic.  After a while they tired of the chicken.  Pi would only lick up the gravy, while Brownie refused to even look at it.  The fish was better received.  They like the yellowfin and the tuna & shrimp.  The cat vote is for two of the six varieties.<br /><br />There is, however, a question of mercury in ocean fish.  A 1995 study in Japan found that cats that ate tuna had a higher concentration of mercury in their fur than cats that ate dry cat food.  The study and its results are discussed in an article that you can find on the web by using the search term ""all about tuna fish"".  I posted a question on the Petite Cuisine web site as to whether they had tested their products for mercury.  I have not received an answer.  My conclusion is that it may be ok to give the cats fish as an occasional treat but not as a steady diet."	0	0
		A3FD1S4PXDP8FE	Excellent!	This was a return buy. I bought 50 to try and loved them. This time I ordered 150.00. They are fab for your favorite coffee	0	0
		A3VEYLW2KPZNGK	Delicious tea	I have been drinking this tea for a long time now.  I used to have to purchase it at a doctor's office because it wasn't available elsewhere.  I'm so glad that I can buy it now from Amazon.com.  I drink this tea throughout the day like other folks drink coffee.  Wonderful taste.	3	0
		A2HL6876LDPJIM	just give me some watermelon and citron sea salt	i cannot live without this citron falksalt, it is wonderful on watermelon, fish, almost any food requiring salt and in my world it all does.  just try it on red juicy watermelon, wonderful experience.	0	0
		A1P9WLE3DFEMQ2	yum!	these crackers are perfect...you know why?<br />because they have a subtle light flavour that doesn't overpower whatever you're eating on top of them...whether it be guacamole, hummus, or mustard and cheese...  :)	0	0
		A2TEL7YGZ3TOPL	Disposable cups a must	These cups are great. I have been reusing the originals and putting aluminum foil for the top.  These make it much easier and you can reuse them also.	0	0
		A3GASQRWPQW28W	A Decent Decaf ...	"First off, I received a bag of this coffee via the Vine Program to review at no cost.  Secondly, I am more of a bold, ""slap-me-in-the-face"" French Roast coffee drinker (or StarBucks Gold Coast), so I had my reservations about this decaf.<br /><br />And ... Well, for me, this coffee had a somewhat stale aroma upon opening the package, an OK flavor once brewed (sort of a nutty strange flavor at first), and once consumed, left an after-taste in my mouth.<br /><br />It is definitely a different roast than I am used to, but it is ""decent"" for a pre-ground Melita decaf.  More of a medium roast as opposed to being a dark bold roast in my opinion.  Overall ... not too bad.<br /><br />I give this coffee a so-so recommendation."	1	3
		A1RQQ2HWUGEUWA	NOT what I originally ordered! BOO, amazon!	"As another reviewer stated, many of the reviews for this product are actually for a DIFFERENT raw cacao powder- from alive and aware, ecuadorian criollo raw cacao powder. That is what I ordered about 3 months ago and it was AWESOME! I am almost out and when I went to reorder my amazon account directed me to this product, from SAQUIN??, which is NOT what I ordered, and it is more expensive- the same base price but i got it with FREE shipping, not 15 bucks so that is a big price increase.  I know it was still from alive and aware mid-february, but recently something changed.<br />I am really confused/irritated how my review for ""alive and aware raw cacao"" got switched to a different brand from a different seller?!?! i mean, can't they just say ""out of stock"" or ""currently unavailable"" like they do with other stuff. why would they switch reviews around?<br />Seems very underhanded to transfer reviews from a different product to a newer one, especially since as the other reviewer stated they are NOT comparable and this stuff from SAQUIN is terrible compared to what we were getting from alive and aware. also the price increase is pretty shocking! i guess it is the market, and raw cacao is in higher demand. Too bad that was such an awesome price for really awesome cacao.<br />I did recently order alive and aware's raw criollo cacao nibs and i highly recommend those. they are as the description states, from alive and aware, not another brand.<br />Frankly I am beginning to wonder about some of the ""brands"" and ""vendors"" that ship from Amazon. I know they have warehouses in different parts of the country, but it is a little suspicious and I just wish there was more transparency about what comes from Amazon and what comes from a different company. seems like halal everyday, alive and aware, etc, are almost interchangable since amazon took the liberty to take reviews from alive and aware and post them to halaleveryday/saquin. are these really different companies, under the auspices of amazon, or is it amazon by a different name only? like the other reviewer said, he ordered something that said ""alive and aware"" in the description and when it came it was from saquin/halal everyday.  who knows. i just want some more transparency so i can have more trust when ordering from amazon.<br /><br />For now, i am going to seek out another source, not through amazon, that stands behind their cacao. it is very important to me, for health benefits and the ecological/social impacts of where it is harvested, to know that i am getting top-notch, certified organic, raw cacao. if amazon is going to be so wishy-washy and sneaky, I'm going elsewhere. (wagging finger at amazon!)<br /><br />I think for now I will leave the following review for alive and aware in case they do bring it back.<br /><br />Heavens to Besty, this stuff ROCKS!! It is such a good value too, maybe the best out there as I have def shopped around.  I have tried a few different brands of raw organic cacao powder, and this is certainly top-notch.  Kudos to Alive and Aware for offering it at such a reasonable price!!<br />I am not a raw foodie per say, but I try to follow a neo-paleo protocol which includes super foods such as raw cacao.  Properly prepared, with just enough natural sweetener, I think this is a truly guilt-free pleasure.  It is LOADED with antioxidants, as you probably know.  So go ahead, get the big bag.  You can then share it with friends and family and turn them on to this super groovy super food ""of the Gods"" (theobroma) as they say :)<br />My favorite way to consume it is actually as not so hot cocoa- I just whisk it into gently heated fresh (raw) whole milk or cream (so it's not too hot and to preserve as much nutrients as possible, I know it's not 100% raw  but hey this is how I love it!), add just enough sweetener (I like sorghum molasses, a scant t-spoon), a bit of maca powder, a dash of real salt, and after that's thoroughly whisked I top it off with a spoonful of EVO COCONUT OIL- YUMM!!! I have converted everyone, even the kids I babysit (who used to prefer swiss miss). Or I make a concentrated warm cocoa beverage sans maca and coconut oil and then stir it into my raw milk for a half gallon of raw chocolate milk, lightly sweetened.  You better believe it goes fast!!  I love my family to get their good old fashioned grass fed animal fats with bioavailable vitamins A, D and the X- factor (read Weston A Price) and loads of antioxidants from the cacao to boot.  Plus cacao activates the seratonin receptors and sorry I am bit fuzzy but you know it makes you feel good and happy!!<br />Also process it with EVO Coconut Oil and sweetener such as sorghum or honey or maple syrup in your cuisinart for heavenly truffles- refrigerate for proper texture due to coconut oil.  I often toss in soaked,dried nuts and dried unsulfured fruit and shredded coconut for healthy truffle energy bars. just process in batches so it's kind of homogenous. Like those lara bars but cheaper and no packaging and even organic or raw.<br />Go for it! Buy this huge bag, share the goodness and you'll be healthier and happier for it. I guarantee!!  PEACE be with You!"	3	0
		AOQUFU3CHF3EP	no salty taste	I was recently told I needed to reduce salt for health reasons and I was so haapy to get the Table Tasty and try it. There is a dash of mixture of vegetable taste , however no salt taste. I was very dissappointed.	1	1
